word,length,arousal,valence,dominance,concreteness,imageability,familiarity,aoa,semsize,gender,polysemy,web_corpus_freq,arousal_std,valence_std,dominance_std,concretness_std,imageability_std,familiarity_std,aoa_std,semsize_std,gender_std,Words
faction,7,4.379,4.893,5.133,3.269,3.4,2.6,6.29,4.222,4.5,0,1629665.0,2.311,0.557,1.979,1.630,1.665,1.553,1.169,1.618,0.982,faction
factory,7,3.206,4.412,4.091,6.371,6.424,5.758,3.743,5.727,5.206,0,26708317.0,1.860,1.437,1.929,1.173,0.780,1.498,1.227,1.462,1.301,factory
fade,4,3.364,3.879,4.212,3.613,3.531,5.467,4.303,3.059,3.618,0,3615179.0,1.573,1.148,1.365,1.517,1.732,1.522,1.058,1.392,0.805,fade
faded,5,3.75,3.788,3.613,3.061,4.161,5.035,4.364,2.97,3.767,0,1899648.0,1.696,1.320,1.384,1.347,1.568,1.542,1.123,1.058,0.761,faded
faeces,6,3.029,2.429,4.5,6.265,6.143,4.4,5.514,3.0,4.824,0,219830.0,2.420,1.226,1.170,0.980,1.046,1.760,1.228,1.512,0.890,faeces
fail,4,4.581,2.094,3.094,3.548,3.4,5.963,3.344,4.633,4.375,0,30145364.0,2.486,0.947,1.942,1.340,1.685,1.319,0.734,1.663,0.820,fail
failure,7,3.971,1.722,3.417,2.667,3.794,6.219,4.472,5.0,4.361,0,35343900.0,2.728,1.239,2.385,1.780,2.097,1.192,1.500,1.789,1.004,failure
faint,5,4.159,3.191,3.234,3.585,4.123,5.18,3.708,3.154,2.952,1,2565744.0,1.819,1.233,1.618,1.548,1.669,1.542,1.133,1.126,1.133,faint
fair,4,4.406,7.118,6.063,2.667,3.125,6.419,2.636,4.094,2.813,1,49510931.0,2.075,1.641,1.478,1.627,1.709,0.943,0.915,1.331,0.916,fair
fairy,5,5.561,6.712,5.033,4.091,6.046,4.966,2.212,1.985,1.708,0,6435300.0,2.297,1.203,1.718,2.028,1.186,1.717,0.862,1.287,0.872,fairy
faith,5,4.406,6.636,4.618,2.286,3.486,5.625,3.829,5.294,3.061,0,35936559.0,2.668,2.158,2.567,1.631,1.730,1.635,1.276,1.618,1.071,faith
faithful,8,5.543,7.8,5.743,2.5,3.294,5.879,5.0,5.371,2.486,0,4777949.0,2.221,1.369,2.832,1.539,1.840,1.409,1.352,1.396,1.052,faithful
fake,4,3.375,2.094,4.5,3.061,3.406,6.069,3.515,4.121,3.156,0,10088583.0,2.176,1.465,2.179,1.556,1.656,1.258,1.131,1.610,1.121,fake
falcon,6,4.515,5.588,5.971,6.667,6.706,4.25,4.657,4.441,4.941,0,4456679.0,2.285,1.536,1.618,0.586,0.570,1.696,1.413,1.630,0.998,falcon
fall,4,4.118,3.177,3.097,4.188,5.031,5.794,2.314,4.333,4.177,1,65501110.0,2.083,1.271,1.653,1.402,1.311,1.491,1.686,1.295,0.857,fall
fallacy,7,4.333,3.571,4.7,2.724,2.571,2.97,6.387,4.286,4.333,0,727996.0,2.055,1.321,1.595,1.257,1.321,1.527,1.127,1.305,1.220,fallacy
FALSE,5,4.636,2.941,4.206,3.455,2.765,5.7,3.086,4.5,4.353,0,,2.129,1.282,1.623,1.908,1.516,1.418,1.180,1.460,0.936,FALSE
falter,6,4.467,3.387,3.613,2.871,2.563,3.483,5.5,3.5,3.962,0,269624.0,1.565,1.068,1.384,1.238,1.391,1.611,1.275,1.088,0.587,falter
fame,4,5.844,6.0,5.125,2.677,4.063,5.967,3.794,5.313,3.303,0,10962456.0,1.938,2.000,2.713,1.730,1.983,1.663,1.183,1.758,1.314,fame
family,6,4.839,7.375,4.484,5.0,5.586,6.5,2.031,5.188,2.679,0,254164055.0,2.096,1.474,1.812,1.414,1.402,0.945,1.015,1.236,0.966,family
famous,6,6.303,5.879,6.0,2.546,3.882,6.24,3.656,5.387,3.7,0,29332023.0,1.547,1.719,2.283,1.350,1.586,1.106,1.079,1.183,0.971,famous
fanciful,8,5.516,6.125,5.424,2.29,2.5,3.455,5.839,4.067,2.394,0,410170.0,1.682,1.341,1.826,1.223,1.250,1.777,1.221,1.093,1.229,fanciful
fans,4,5.086,6.206,5.118,4.943,5.618,5.606,4.059,4.697,4.0,1,29290170.0,2.075,1.568,2.125,1.638,1.534,1.556,1.454,1.623,1.414,fans
fantastic,9,7.03,8.257,6.235,2.971,3.257,6.061,3.257,5.4,3.441,0,17371421.0,1.337,0.936,1.496,1.404,1.662,1.099,1.104,1.151,0.976,fantastic
fantasy,7,7.324,7.143,6.657,2.029,4.086,5.594,4.286,6.0,3.171,0,40666152.0,1.567,1.376,2.124,1.576,2.156,1.389,1.426,0.970,1.797,fantasy
fare,4,3.912,4.559,4.235,4.853,3.971,4.636,4.412,3.353,3.879,1,5949355.0,1.616,0.976,1.285,1.309,1.618,1.592,1.088,1.135,0.844,fare
farewell,8,3.647,3.909,4.324,3.088,3.971,4.788,5.057,4.441,3.088,0,3012087.0,1.923,1.443,1.604,1.292,1.715,2.114,1.218,1.217,1.039,farewell
farm,4,3.875,5.968,5.212,6.267,6.03,6.03,2.441,4.143,4.758,0,47934860.0,1.916,0.897,1.122,0.854,1.337,1.087,0.774,1.759,1.016,farm
farmer,6,3.161,5.6,5.818,6.382,6.559,5.455,2.114,3.882,6.143,0,10707897.0,1.608,1.200,1.546,1.112,0.774,1.760,0.887,1.430,0.761,farmer
fart,4,4.0,3.528,5.735,5.714,5.088,6.364,2.528,3.0,6.306,0,1023292.0,2.564,1.893,1.771,1.465,1.884,1.202,1.166,1.549,0.907,fart
fascinating,11,6.938,7.844,5.667,2.364,3.212,5.938,4.03,5.394,2.969,0,5694739.0,2.277,0.905,2.010,1.453,1.855,1.197,1.167,1.347,1.045,fascinating
fashion,7,6.324,6.677,5.485,4.088,5.515,6.31,4.235,4.879,1.735,0,43883676.0,2.124,1.277,2.032,1.853,1.373,0.792,1.285,1.409,0.816,fashion
fast,4,6.4,6.8,6.382,3.943,4.882,6.235,2.177,5.061,5.059,1,93941472.0,2.073,1.470,1.831,1.866,1.659,1.415,0.923,1.369,1.136,fast
fat,3,4.029,2.5,4.265,5.333,6.152,6.636,2.727,5.088,3.706,0,48646296.0,2.149,1.440,2.174,1.531,1.184,0.731,1.136,1.946,1.296,fat
fatal,5,5.629,1.353,3.314,4.629,3.943,5.424,5.118,5.429,4.686,0,6779744.0,2.609,0.636,2.265,1.868,2.013,1.518,1.430,1.460,0.854,fatal
fate,4,5.5,5.324,3.559,1.794,2.441,5.406,4.882,5.177,3.212,0,7163528.0,2.392,1.843,2.291,1.346,1.818,1.637,1.471,1.671,1.094,fate
father,6,4.667,6.657,4.636,6.0,6.412,5.969,1.912,4.857,6.788,1,48580528.0,2.331,2.056,2.544,1.495,1.263,1.610,1.314,1.245,0.729,father
fatigue,7,2.781,2.656,2.8,3.212,3.774,5.267,5.818,3.936,3.625,0,5010911.0,1.576,1.240,1.621,1.683,1.640,1.750,1.140,1.390,0.781,fatigue
fault,5,3.588,2.853,4.324,2.576,2.5,5.71,3.429,4.206,4.257,0,13112664.0,2.102,1.004,1.859,1.326,1.613,1.300,1.178,1.389,0.905,fault
favour,6,4.688,6.849,5.5,3.088,2.688,6.219,3.686,4.697,3.364,0,5196953.0,2.068,1.048,1.904,1.358,1.333,0.992,0.949,1.193,1.202,favour
fear,4,5.171,2.559,2.824,2.971,3.941,5.968,2.912,5.061,3.647,0,28042145.0,2.656,1.701,2.050,1.636,1.798,1.031,0.951,1.650,1.348,fear
fearful,7,6.323,2.364,2.194,2.469,3.061,5.0,4.273,4.563,3.586,0,1259606.0,1.873,1.322,1.060,1.145,1.536,1.753,1.355,1.456,1.067,fearful
feat,4,4.267,5.714,5.7,3.655,3.267,3.933,5.552,5.035,4.467,0,5368462.0,2.128,1.509,1.441,1.603,1.436,1.931,1.428,1.608,0.846,feat
feature,7,4.057,5.686,5.029,3.743,3.5,5.091,4.714,3.686,3.529,0,64288914.0,1.739,1.326,0.954,1.250,1.558,1.379,1.232,1.326,0.813,feature
feeble,6,3.4,2.8,2.774,2.813,3.333,3.774,5.161,2.167,3.276,0,741884.0,1.855,1.108,2.011,0.950,1.599,1.754,1.221,1.128,0.783,feeble
feet,4,3.206,4.803,5.567,6.585,6.667,6.492,1.773,3.015,4.262,1,57146840.0,1.969,1.351,1.478,0.821,0.785,0.851,0.901,1.451,1.042,feet
feline,6,5.286,6.375,4.938,5.182,5.485,4.5,4.813,3.188,1.794,0,1337137.0,2.078,1.218,1.919,1.466,1.351,2.145,1.446,1.570,0.994,feline
fence,5,3.742,4.719,4.774,6.517,6.621,5.107,2.906,3.871,4.407,0,6796605.0,1.502,1.125,1.896,0.771,0.715,1.543,0.914,1.314,0.681,fence
ferret,6,4.469,4.969,5.258,6.828,6.4,4.433,4.313,2.419,4.393,0,1543424.0,2.345,1.237,1.480,0.378,1.143,1.783,1.261,1.212,0.976,ferret
ferry,5,4.212,5.424,4.912,6.529,6.647,5.206,3.588,4.394,3.971,0,9208954.0,1.871,1.074,1.337,0.737,0.536,1.410,1.309,1.890,0.857,ferry
festival,8,7.206,7.429,6.059,5.455,6.235,5.879,4.829,5.618,3.618,0,31964569.0,1.530,1.226,1.552,1.499,0.842,1.200,1.276,1.138,1.058,festival
festive,7,6.906,7.514,5.771,4.086,5.029,5.758,4.029,5.143,3.294,0,1959678.0,1.627,1.442,1.640,1.779,1.594,1.415,1.363,1.125,1.016,festive
feudal,6,4.8,2.857,3.688,2.759,3.214,3.029,6.156,4.5,5.387,0,661772.0,2.344,1.432,1.960,1.381,1.589,1.797,1.034,1.452,1.183,feudal
feudalism,9,4.333,3.28,3.68,3.565,2.708,2.114,6.444,5.192,5.08,0,180921.0,2.249,1.312,2.275,1.861,1.859,1.801,0.916,1.468,1.197,feudalism
fever,5,5.344,2.576,3.242,5.0,4.697,5.645,3.485,4.438,4.031,0,8582665.0,2.688,1.256,1.652,1.576,1.403,1.449,1.131,1.499,0.847,fever
few,3,2.714,4.5,4.143,3.829,3.794,6.343,2.714,1.886,3.857,0,135132664.0,1.578,0.849,1.533,1.699,1.623,0.984,0.881,1.282,0.833,few
fiber,5,3.387,5.613,4.807,5.548,4.167,4.286,4.968,2.581,3.857,0,15530318.0,1.679,1.037,1.533,1.011,1.572,1.750,1.332,1.476,0.875,fiber
fibre,5,3.529,5.152,4.909,5.177,4.412,5.125,5.771,2.324,4.088,0,5134463.0,2.090,1.351,1.621,1.806,1.833,1.615,1.123,1.344,1.314,fibre
fiction,7,4.647,5.697,4.758,3.936,3.281,5.839,4.118,3.939,3.909,0,47449450.0,2.140,1.381,1.280,1.722,1.526,1.416,1.207,1.391,0.900,fiction
fictitious,10,5.0,4.367,4.179,2.516,2.636,3.677,6.0,4.161,3.767,0,940552.0,2.110,1.303,1.983,1.739,1.666,2.111,1.181,1.483,0.716,fictitious
fiddle,6,5.088,5.314,5.029,5.706,6.0,5.188,3.917,3.029,3.75,1,1794725.0,1.900,1.347,1.636,1.486,1.495,2.022,1.341,1.594,1.460,fiddle
fiddler,7,5.177,5.206,5.03,5.324,5.353,3.656,4.879,3.735,4.706,0,798576.0,1.947,1.207,1.337,1.366,1.512,1.533,1.320,1.220,1.125,fiddler
field,5,3.697,5.375,5.125,6.182,6.625,5.936,2.75,5.469,4.563,0,135289140.0,1.899,0.781,1.536,1.192,0.650,1.162,0.968,1.274,0.933,field
fierce,6,6.091,4.229,7.086,3.088,3.857,5.167,4.286,5.059,4.143,0,2562384.0,2.050,1.943,1.763,1.687,1.693,1.507,1.232,0.998,1.854,fierce
fight,5,6.625,2.781,6.258,4.75,5.129,5.793,2.844,5.065,5.931,0,30784313.0,1.816,1.111,1.883,1.090,1.211,1.323,0.972,0.878,0.907,fight
fighter,7,6.212,4.206,5.941,5.118,5.735,5.515,3.441,4.706,5.971,0,6769666.0,1.919,2.055,2.196,1.388,1.220,1.559,1.193,1.383,1.071,fighter
fighting,8,5.6,2.657,5.514,5.029,5.6,6.2,2.677,4.8,5.714,0,20036994.0,2.194,1.393,2.260,1.230,1.269,1.064,1.181,1.141,0.943,fighting
figment,7,4.065,5.065,4.903,2.167,2.938,4.147,5.677,3.233,3.71,0,197373.0,2.395,1.243,1.729,1.067,1.713,1.817,1.147,1.838,0.887,figment
figure,6,4.455,5.441,5.333,4.765,4.849,5.235,3.941,3.971,2.882,1,83949754.0,2.176,1.168,2.113,1.610,1.598,1.716,1.305,1.207,1.255,figure
file,4,3.031,5.212,5.0,5.818,5.844,6.0,4.091,2.906,4.242,1,241864251.0,1.776,0.913,1.561,1.336,1.302,1.078,1.422,1.548,0.854,file
fill,4,3.8,5.857,5.235,4.353,4.588,5.788,2.6,4.229,4.265,0,35148024.0,1.833,0.990,1.880,1.370,1.629,1.225,1.020,1.569,0.740,fill
filling,7,3.875,5.469,5.333,4.6,4.294,5.143,3.765,3.394,4.097,0,9103402.0,1.691,1.803,1.470,1.977,1.525,1.575,1.165,1.434,0.893,filling
film,4,6.061,6.471,5.364,5.849,6.0,6.448,2.743,4.576,3.906,0,116097842.0,1.984,1.500,1.298,1.209,1.057,0.894,0.731,1.349,0.805,film
filter,6,3.061,4.97,5.147,4.455,4.5,5.233,5.029,3.118,4.125,0,54106694.0,1.740,1.267,1.700,1.578,1.854,1.499,1.341,1.132,1.293,filter
filth,5,5.353,2.471,4.177,4.235,5.0,5.485,3.853,3.879,4.971,0,2077997.0,2.484,1.169,1.653,1.716,1.393,1.234,1.438,1.719,1.071,filth
filthy,6,5.088,2.714,4.706,4.029,5.514,5.455,3.6,4.677,4.882,0,1697059.0,2.430,1.232,2.163,1.748,1.360,1.578,1.151,1.490,1.278,filthy
finance,7,4.059,4.636,4.706,4.677,4.382,5.882,5.5,5.303,4.706,0,96554164.0,2.182,1.453,1.978,1.490,1.663,1.231,1.266,1.029,1.072,finance
financial,9,4.118,5.114,4.455,3.697,3.849,5.667,5.471,5.424,5.0,0,148330257.0,2.193,1.368,2.176,1.834,1.794,1.341,1.289,1.181,0.939,financial
finger,6,4.939,5.2,5.088,6.571,6.771,6.457,1.629,2.657,3.971,0,13628350.0,1.999,0.855,1.422,0.838,0.590,0.840,0.680,1.120,0.910,finger
fingers,7,3.914,5.206,5.371,6.657,6.882,6.455,1.971,2.457,4.171,0,9498899.0,2.005,0.530,1.354,0.630,0.322,0.856,1.000,0.966,1.000,fingers
finish,6,6.086,6.657,6.571,4.2,4.314,6.364,2.382,4.857,4.235,0,29769825.0,2.143,1.530,2.155,1.489,1.652,1.068,0.908,1.533,0.877,finish
fire,4,7.548,3.849,5.182,6.364,6.606,6.212,2.091,5.333,4.758,1,83845349.0,1.316,1.877,2.430,0.810,0.952,1.225,0.712,1.491,1.577,fire
fireman,7,5.844,6.765,4.853,6.588,6.657,5.758,2.457,4.6,6.686,0,994581.0,2.476,1.456,2.277,0.691,0.715,1.518,1.104,1.607,0.522,fireman
fireplace,9,4.353,6.4,5.441,6.6,6.765,6.182,2.861,4.029,4.111,0,5345450.0,2.235,1.418,1.866,0.764,0.489,1.313,1.417,1.594,1.390,fireplace
fireworks,9,7.313,7.273,6.094,6.485,6.839,6.438,2.697,5.636,4.516,0,4276373.0,1.685,1.286,1.774,0.821,0.447,0.827,0.758,1.702,1.478,fireworks
firm,4,4.606,5.455,6.0,4.091,3.794,5.633,4.206,3.781,5.147,0,44244364.0,1.476,1.281,1.595,1.658,1.605,1.169,1.231,1.243,1.240,firm
first,5,5.515,6.829,6.424,3.853,3.794,5.844,2.265,4.758,4.121,0,578161543.0,2.245,1.828,1.724,1.912,1.641,1.481,0.949,1.457,0.913,first
fish,4,3.727,5.375,5.546,6.667,6.724,6.133,1.882,2.344,3.97,0,52756224.0,1.989,0.820,1.281,1.005,0.638,1.204,0.832,1.079,1.000,fish
fisherman,9,3.471,5.543,5.294,6.177,6.371,5.057,2.857,3.5,6.546,0,2464823.0,1.989,0.805,1.177,1.042,0.897,1.672,0.833,1.334,0.742,fisherman
fist,4,5.333,3.394,5.529,6.303,6.576,5.636,3.177,3.471,5.618,0,7319405.0,2.318,1.071,1.882,1.000,0.605,1.592,1.175,1.576,0.940,fist
fit,3,5.943,7.177,5.886,4.143,4.677,6.091,3.088,4.286,4.457,1,42342802.0,1.956,1.294,1.703,1.570,1.640,1.083,1.147,1.030,1.338,fit
fizzy,5,5.767,5.242,5.25,4.469,5.387,5.452,3.364,2.968,3.8,0,194519.0,1.995,1.670,1.031,1.323,1.127,1.521,1.176,1.402,1.046,fizzy
flab,4,3.0,3.114,3.714,4.912,5.788,5.412,4.743,4.324,4.0,0,76934.0,2.111,1.526,1.750,1.579,1.200,1.665,1.317,1.585,1.260,flab
flabby,6,3.344,2.813,3.516,5.091,5.938,5.129,4.156,4.156,3.667,0,154911.0,2.071,1.310,1.663,1.422,1.029,1.581,1.417,1.922,1.363,flabby
flap,4,3.581,4.629,5.0,5.457,5.086,5.152,3.314,2.971,3.781,0,2725137.0,1.661,1.514,1.042,1.461,1.697,1.417,1.545,1.183,0.819,flap
flask,5,4.103,5.345,5.241,6.667,6.5,5.107,4.387,2.438,4.821,0,1150132.0,1.539,0.658,1.039,0.650,0.806,1.633,1.407,1.116,1.136,flask
flatulence,10,3.733,3.094,3.667,5.233,4.097,3.97,5.938,3.677,5.5,0,215496.0,2.112,1.259,1.535,1.383,1.766,2.181,1.171,1.353,1.146,flatulence
flatulent,9,3.581,3.156,4.344,4.871,3.633,3.581,5.742,3.807,5.367,0,29551.0,2.167,1.460,1.962,1.737,1.941,1.681,1.269,1.490,1.080,flatulent
flea,4,2.656,3.469,4.375,6.424,5.938,4.515,3.606,1.4,4.406,0,2796116.0,1.761,1.369,1.781,0.954,1.499,1.940,1.254,0.917,0.861,flea
flee,4,4.969,3.333,3.452,4.5,4.469,4.807,4.594,3.71,3.606,0,1724638.0,2.008,1.295,2.014,1.500,1.479,1.908,1.598,1.745,1.013,flee
fleet,5,3.824,4.714,4.914,5.086,5.059,3.677,5.0,5.212,4.714,0,10364423.0,2.431,1.002,1.592,1.422,1.798,1.859,1.163,1.754,1.255,fleet
flesh,5,5.818,4.818,5.182,6.667,6.25,5.375,4.257,4.606,4.188,0,6768724.0,2.480,1.466,1.623,0.725,0.791,1.850,1.130,1.369,1.236,flesh
flick,5,4.758,4.697,6.03,4.438,5.206,5.563,2.941,2.647,3.588,1,2226500.0,2.016,1.425,1.425,1.749,1.860,1.478,1.259,1.625,1.331,flick
flicker,7,4.765,5.265,5.0,4.333,5.061,4.529,4.618,2.758,3.794,0,813276.0,1.941,0.980,1.128,1.341,1.774,1.631,1.495,1.349,0.759,flicker
flight,6,5.886,5.943,5.371,5.294,5.818,6.121,3.4,4.849,3.909,0,39229938.0,2.067,1.308,2.192,1.525,0.968,1.066,0.991,1.579,1.083,flight
flint,5,3.345,4.936,5.406,5.969,5.133,3.657,4.938,2.452,4.849,0,3230800.0,1.728,0.504,1.433,1.132,2.061,1.881,1.273,1.103,1.104,flint
flirt,5,7.571,6.853,6.086,3.229,4.735,6.086,5.486,4.177,2.4,0,1817719.0,1.555,1.286,2.143,1.514,1.540,1.105,1.025,1.175,1.357,flirt
flirty,6,7.2,6.657,6.886,3.059,4.914,5.735,5.714,4.343,1.794,0,308617.0,1.527,1.511,1.686,1.454,1.645,1.220,0.848,1.194,0.900,flirty
float,5,4.0,6.125,5.212,4.879,4.97,5.067,2.97,3.909,3.242,0,8808655.0,1.907,1.023,1.701,1.493,1.623,1.711,0.904,1.525,0.954,float
flood,5,5.457,2.829,4.559,6.029,6.286,5.571,3.457,5.8,4.057,0,13979267.0,2.116,1.276,2.303,1.183,0.881,1.460,0.873,1.430,0.924,flood
florist,7,4.5,6.515,4.941,6.0,5.971,5.118,4.714,3.97,2.343,0,12860636.0,2.159,1.048,1.552,1.138,0.878,1.875,1.343,1.446,1.264,florist
flour,5,3.156,5.194,5.364,5.906,6.063,5.719,3.118,2.5,3.206,0,5162842.0,1.822,0.644,1.344,1.444,0.933,1.375,1.022,1.289,0.932,flour
flourish,8,6.5,7.543,6.059,3.029,3.941,4.382,5.412,4.914,2.412,0,1194963.0,1.944,1.203,2.248,1.485,1.924,1.715,1.032,1.381,1.331,flourish
flow,4,4.057,5.75,4.706,4.086,4.441,5.625,3.257,4.206,3.4,0,46684251.0,2.042,1.211,1.758,1.519,1.718,1.474,1.203,1.471,1.357,flow
flower,6,5.273,7.688,5.242,6.656,6.788,6.6,1.788,2.727,1.656,0,33364539.0,2.150,1.014,1.615,0.922,0.591,0.611,0.686,1.462,0.775,flower
fluent,6,5.794,7.147,7.03,3.121,3.333,5.968,4.882,4.281,3.212,0,1530869.0,2.259,1.286,1.359,1.533,2.025,1.150,1.231,1.484,1.008,fluent
fluid,5,4.5,5.177,5.194,5.429,6.121,5.121,4.371,3.636,3.375,0,12943336.0,1.944,0.954,1.615,1.358,0.769,1.683,1.197,1.275,1.218,fluid
flute,5,4.636,5.871,5.69,6.71,6.567,4.75,3.567,2.548,2.828,0,4090740.0,1.872,1.157,1.600,0.579,1.023,1.785,0.920,1.011,0.985,flute
flutter,7,5.563,6.088,5.129,3.656,5.0,4.697,4.382,2.625,2.265,0,537468.0,2.076,1.245,1.809,1.593,1.859,1.749,1.284,1.166,1.171,flutter
fly,3,5.406,5.406,6.031,5.516,5.759,6.0,2.313,3.531,4.188,1,28279478.0,2.177,2.177,1.551,1.720,1.524,1.388,0.726,2.264,0.634,fly
foam,4,4.839,5.333,4.71,5.968,5.936,4.724,3.844,2.844,3.68,0,8915164.0,1.706,0.869,0.957,0.967,1.045,1.436,1.394,1.253,0.882,foam
fodder,6,3.536,4.571,4.96,4.75,3.929,3.486,5.643,3.407,4.464,0,990472.0,1.955,1.050,1.216,2.026,1.731,2.048,1.231,1.313,0.906,fodder
foggy,5,3.813,4.094,4.258,4.839,5.467,5.345,3.774,4.531,4.0,0,704386.0,1.758,1.234,1.866,1.221,1.231,1.560,1.038,1.392,0.756,foggy
foible,6,5.067,4.467,4.25,2.533,2.529,2.031,6.579,3.357,3.294,0,18328.0,2.235,1.024,1.299,1.147,1.091,1.741,0.936,1.043,1.072,foible
foil,4,3.471,4.727,5.206,5.657,6.061,4.879,3.824,2.8,4.088,1,4476123.0,1.736,0.897,1.301,1.433,1.391,1.493,1.317,1.238,0.818,foil
fold,4,3.323,4.875,5.0,4.5,4.813,5.833,2.938,2.813,3.548,0,9476623.0,1.767,1.218,1.481,1.750,1.878,1.319,1.248,1.467,0.945,fold
folder,6,2.939,5.229,5.286,6.382,6.594,6.061,3.571,3.143,4.061,0,18941479.0,1.650,0.721,1.446,1.164,0.701,1.254,1.178,1.222,0.736,folder
folk,4,4.0,5.794,4.807,4.618,4.091,4.188,4.686,4.057,4.333,0,15396094.0,1.954,1.132,1.119,1.572,1.676,1.927,1.526,1.413,0.841,folk
follow,6,3.906,4.879,3.706,3.438,3.735,5.875,2.794,3.844,3.441,0,68982994.0,1.826,1.094,2.243,1.456,1.852,1.139,1.301,1.034,0.881,follow
folly,5,4.138,4.357,5.0,3.192,2.778,3.419,6.231,3.577,3.586,0,1367992.0,1.717,0.972,1.058,1.075,1.286,2.028,1.250,1.419,1.130,folly
fond,4,5.114,6.8,5.6,2.943,3.324,4.909,4.2,3.571,2.714,0,3331064.0,2.214,1.064,1.571,1.351,1.509,1.640,1.327,1.294,0.848,fond
food,4,6.735,7.606,6.606,6.313,6.5,6.87,1.765,4.242,4.133,0,180144029.0,1.771,1.229,1.874,0.634,0.619,0.337,0.644,1.326,0.884,food
fool,4,4.594,3.0,4.471,3.818,4.794,5.839,3.4,3.735,4.939,0,7567218.0,2.090,1.188,1.835,1.566,1.471,1.322,0.932,1.441,0.983,fool
foolish,7,5.0,2.636,3.788,2.818,3.912,5.533,3.735,4.303,4.706,0,2314452.0,2.146,1.202,2.171,1.403,1.805,1.727,1.461,1.267,1.072,foolish
foot,4,3.758,5.03,5.552,6.552,6.724,6.615,1.97,2.375,4.138,1,40401241.0,1.793,1.141,1.522,0.854,0.690,0.738,0.797,1.111,0.899,foot
football,8,3.807,4.833,5.548,6.31,6.821,6.24,2.606,3.546,6.182,0,55972678.0,2.415,1.951,1.738,1.021,0.538,1.556,1.153,1.458,0.936,football
forage,6,4.655,5.5,5.2,3.759,3.867,3.242,5.71,3.903,4.063,0,1343473.0,1.625,1.210,1.137,1.356,1.455,1.741,1.549,0.962,0.998,forage
force,5,5.457,3.912,4.829,4.471,3.788,5.656,4.353,5.455,5.514,0,79199815.0,2.247,1.738,2.863,1.684,1.701,1.406,1.303,1.305,1.105,force
forceful,8,5.912,2.886,4.697,3.314,3.629,4.882,4.686,5.294,5.788,0,555765.0,2.049,1.115,2.758,1.260,1.354,1.605,1.008,1.125,1.008,forceful
ford,4,3.281,5.031,4.758,5.563,4.531,3.171,5.226,4.452,4.853,0,41922237.0,1.586,0.684,1.326,1.499,2.015,1.797,1.337,1.603,1.088,ford
forehead,8,3.382,5.257,5.114,6.714,6.657,5.818,2.743,3.4,4.229,0,1740391.0,1.609,0.648,1.237,0.658,0.532,1.192,1.078,1.497,0.721,forehead
foreign,7,5.091,5.424,5.063,3.576,3.818,5.719,4.333,4.364,4.273,0,67443436.0,2.165,1.016,1.560,1.518,1.898,1.281,1.005,1.298,0.617,foreign
foreigner,9,4.697,5.188,4.75,4.061,4.438,5.0,5.152,3.906,4.581,0,933982.0,1.930,1.570,1.785,1.722,1.600,1.576,1.306,0.980,0.794,foreigner
forest,6,5.188,6.452,4.656,6.594,6.633,5.75,2.581,6.097,3.867,0,43667070.0,2.083,1.411,1.864,0.605,0.605,1.479,1.158,1.027,0.884,forest
forge,5,4.781,4.969,5.621,3.719,3.581,3.467,5.5,4.613,5.172,0,5226805.0,1.996,1.447,1.789,1.807,1.540,1.784,1.275,1.183,1.234,forge
forget,6,3.429,3.529,4.029,2.706,2.829,6.206,2.914,3.686,3.941,0,25162411.0,1.961,0.776,1.765,1.486,1.828,1.132,0.874,1.190,0.873,forget
forgetful,9,3.229,3.559,2.939,2.647,2.529,5.781,4.4,3.727,4.471,0,214785.0,1.868,1.063,1.369,1.348,1.667,1.243,1.398,1.262,1.218,forgetful
fork,4,3.53,5.212,5.631,6.6,6.667,6.415,2.09,2.358,4.379,1,7839872.0,1.964,0.962,1.260,0.925,0.876,1.201,0.973,1.357,0.934,fork
form,4,3.529,5.177,5.441,3.939,3.303,5.667,3.912,3.667,3.909,0,201395192.0,1.538,1.124,1.333,1.705,1.623,1.274,0.981,1.064,1.026,form
formation,9,4.2,5.625,4.567,3.656,3.781,4.897,5.188,4.781,4.704,0,17548170.0,1.759,1.083,1.499,1.593,1.340,1.605,1.130,1.111,0.761,formation
former,6,3.125,4.438,4.767,2.281,2.161,4.607,5.387,3.563,4.08,0,46917563.0,1.556,0.998,1.309,1.125,0.987,1.543,1.155,0.998,0.627,former
fort,4,5.029,5.714,6.265,6.171,6.206,4.219,3.429,5.735,5.667,0,34358210.0,1.992,1.364,2.034,1.363,1.132,1.536,1.129,1.244,0.943,fort
fortress,8,5.281,5.394,5.484,6.182,6.094,4.194,4.294,6.03,5.242,0,2702252.0,1.875,1.413,2.312,1.058,1.331,1.804,1.151,1.243,1.538,fortress
fortuitous,10,5.583,6.783,5.857,2.333,2.167,2.514,6.5,4.565,4.167,0,178893.0,2.178,1.214,1.726,1.247,1.106,1.763,0.817,1.439,1.027,fortuitous
fortunate,9,5.0,7.765,6.059,2.618,3.177,5.719,5.265,4.909,3.97,0,3135403.0,2.060,0.972,1.970,1.372,1.671,1.305,1.009,1.138,0.937,fortunate
fortune,7,6.714,7.657,6.6,3.571,4.629,5.781,4.286,5.824,3.943,0,10823100.0,2.036,1.145,2.003,1.661,1.806,1.166,1.255,1.124,1.120,fortune
